"barcode","speciesFolderId","imageCount","verbatimFamily","verbatimSpecies","verbatimAuthorSpecimen","verbatimGenus","verbatimRank2","verbatimSpecies2","verbatimAuthor2","verbatimRank3","verbatimSpecies3","verbatimAuthor3","countryId","verbatimCountry","stateProvinceTerritory","municipality","verbatimLocality","latLongUnitId","isGPS","latitudeDeg","latitudeMin","latitudeSec","latitudeHem","longitudeDeg","longitudeMin","longitudeSec","longitudeHem","longitudeHemDecimalMinutes","latitudeHemDecimalMinutes","longitudeDecimalDegrees","latitudeDecimalDegrees","latitudeDegreesDecMins","latitudeMinutesDecMins","longitudeDegreesDecMins","longitudeMinutesDecMins","verbatimLatitude","verbatimLongitude","gridRef","altitudeUnitId","altitude","altitudeMax","altitudeMin","verbatimAltitude","collectorId1","collectorId2","collectorId3","collectorId4","collectorId5","verbatimCollector1","verbatimCollector2","verbatimCollector3","verbatimCollector4","verbatimCollector5","collectorNumber","collectionDD","collectionMM","collectionYYYY","collectionDD2","collectionMM2","collectionYYYY2","verbatimCollectionDate","speciesHomonymFlag","cultivated","multiSpecimenNoBarcode","multiSpecimen","additionalBarcode","obscured","restrictions","testData","isSpecimenAType","specimenIsPhoto","specimenIsIllustration","specimenIsCapsule","isNonRomanScript","MSBSerialNumber","LCDNumber","DNABankNumber","specimenNotes","capturerId","captureStationId","captureTimeStamp","captureNotes","transcriberId","transcriptionTimeStamp","imageStateId","transcriptionStateId","kewImageQAUserId","maxImageQAUserId","kewTranscriptionQAUserId","kewImageQATimeStamp","maxImageQATimeStamp","kewTranscriptionQATimeStamp","currentlyBeingEditedby","cultName","cultMM","cultMM2","cultDD","cultDD2","cultYYYY","cultYYYY2","cultCountry","cultVerbatimLocality","cultVerbatimDate","collectorIdCultivated","cultVerbCollectName","cultCollectNum","cultInstitution","cultVerbInstName","requiresRemounting","isDamaged","requiresReview","imagedByMax","singleViewedBy","url","lastSpecimenState","lastModified","deliveredOnDate","boxId","speciesId","family","genus","species","collector","AI_ERROR","AI_verbatim","AI_barcode","AI_collector","AI_collectorNumber","AI_collector1","AI_collector2","AI_collector3","AI_collector4","AI_collectionDate","AI_collectionYYYY","AI_collectionMM","AI_collectionDD","AI_family","AI_genus","AI_species","AI_taxon_name","AI_altitude","AI_altitudeUnit","AI_country","AI_stateProvinceTerritory","AI_location","AI_latitude","AI_longitude","AI_language","AI_specimenNotesSpanish","AI_specimenNotesEnglish","collectionNumber","AI_collectoinNumber"
"V0275867F","241","1","0","0","0","0","0","0","0","0","0","0","219",,"Amazonas",,"Bagua District; Along road Imaza-Chiriaco.","1","0","05","03","24","S","078","20","17","W",,,,,,,,,,,,"1","0",,"400",,"205118","304162","7521","0","0",,,,,,"16175","18","3","2001",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-28 10:54:41","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/802/304/V0275867F.jpg","0","2024-07-30 06:58:24","1000-01-01 00:00:00","0","745619","ICACINACEAE","Dendrobangia","boliviana",,"OK","No 2258856
FIELD MUSEUM OF NATURAL HISTORY
PERU
ICACINACEAE
Dendrobangia boliviana Rusby
Det. R. Vasquez (MO), 2002
Amazonas: Bagua District
Along road Imaza-Chiriaco. 400 m
05º03'24""S 078º20'17""W
Tree, 10 m. Fruits green, flat.
18 March 2001
H. van der Werff, R. Vasquez & B. Gray 16175
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)","2258856","none","16175","H. van der Werff","R. Vasquez","B. Gray","none","18 March 2001","2001","3","18","ICACINACEAE","Dendrobangia","boliviana","Dendrobangia boliviana Rusby","400","m","PERU","Amazonas: Bagua District","Along road Imaza-Chiriaco.","05º03'24""S","078º20'17""W","Spanish","Tree, 10 m. Fruits green, flat.","Tree, 10 m. Fruits green, flat.",,
"V0300131F","240","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Maynas: Dtto. Iquitos. Río Momón (trib. Río Nanay above Bellavista)","0","0",,,,,,,,,,,,,,,,,,,,"0","0",,,,"87893","0","0","0","0",,,,,,"2163","19","4","1976",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-29 07:33:54","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/924/139/V0300131F.jpg","0","2024-07-30 08:35:47","1000-01-01 00:00:00","0","395607",,"Clusia","sp.",,"OK","1801275
FIELD MUSEUM OF NATURAL HISTORY
Decaphalangium peruvianum
87
PLANTS OF PERU
Departamento de Loreto
Clusia
Maynas: Dtto. Iquitos. Río Momón (trib. Río Nanay above Bellavista), shoreline
forest freq. inundated, ""renaco"" 8 m, corolla red, fr. green, sap white.
April 19, 1976
Manuel Rimachi Y. 2163","1801275","Manuel Rimachi Y.","2163","none","none","none","none","April 19, 1976","1976","4","19","none","Clusia","none","Decaphalangium peruvianum","none","none","Peru","Loreto","Maynas: Dtto. Iquitos. Río Momón (trib. Río Nanay above Bellavista), shoreline forest freq. inundated, ""renaco"" 8 m","none","none","Spanish","corolla red, fr. green, sap white.","corolla red, fr. green, sap white.",,
"V0329797F","239","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Provincia: Maynas; Distrito: Iquitos; Río Momón; Momoncillo (Caserio), borde de pastizal de ganado.","0","0",,,,,,,,,,,,,,,,,,,,"0","0",,,,"233879","0","0","0","0",,,,,,"1110","17","8","1976",,,,"17 de Agosto 1976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-31 06:26:46","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/1131/334/V0329797F.jpg","0","2024-07-31 08:37:26","1000-01-01 00:00:00","0","458504","DILLENIACEAE","Davilla","kunthii",,"OK","The Field Museum
PERU
DILLENIACEAE Loreto
Davilla lundii St.-Hil
Provincia: Maynas; Distrito: Iquitos; Río Momón; Momoncillo (Caserio); borde de pastizal de ganado.
Bejuco de ribera de pastizal, frutos verde amarillento.
Det. by K. Kubitzki
Juan Revilla 1110 17 de Agosto 1976
MISSOURI BOTANICAL GARDEN HERBARIUM
No 1935190
FIELD MUSEUM OF NATURAL HISTORY","none","Juan Revilla","none","Juan Revilla","none","none","none","17 de Agosto 1976","1976","8","17","DILLENIACEAE","Davilla","lundii","Davilla lundii St.-Hil","none","none","Peru","Loreto","Provincia: Maynas; Distrito: Iquitos; Río Momón; Momoncillo (Caserio); borde de pastizal de ganado.","none","none","Spanish","Bejuco de ribera de pastizal, frutos verde amarillento.","Vine from the edge of the pasture, light green fruits.",,
"V0123779F","238","1","0","0","0","0","0","0","0","0","0","0","219",,"Piura",,"Negritos; [about 45 miles east of Cabo Blanco]","0","0",,,,,,,,,,,,,,,,,,,,"0","0",,,,"77193","0","0","0","0",,,,,,"189",,"7","1927",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-30 11:08:49","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/539/458/V0123779F.jpg","0","2024-07-30 15:41:40","1000-01-01 00:00:00","0","1185960",,"Datura","innoxia",,"OK","The Field Museum
The Field Museum
620073
138
Datura
Collected about 40 miles east of Cabo Blanco in July 1927
Probably the same as no. 291 H. B. S.","620073","OSCAR HAUGHT","189","OSCAR","HAUGHT","none","none","1927-07","1927","7","none","none","Datura","none","Datura","none","none","PERU","PIURA","PROBABLY THE SAME AS NO. 291 H. B. S.","none","none","English","none","Collected about 40 miles east of Cabo Blanco in July 1927",,
"V0400737F","237","1","0","0","0","0","0","0","0","0","0","0","219",,"Amazonas",,"Provincia Bagua; Distrito Imaza, Comunidad Aguaruna de Yamayakat.","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"390",,"327710","315846","300050","0","0",,,,,,"2403","11","1","2001",,,,"11 Enero 2001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-30 10:35:43","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/1399/532/V0400737F.jpg","0","2024-07-31 03:45:55","1000-01-01 00:00:00","0","1185913","Solanaceae","Darcyanthus","spruceanus",,"OK","Systematic Studies in Solanaceae
Darcyanthus spruceanus (Mart.)
Det. Sandra Knapp BM 2013
Solanaceae
Peru
Amazonas: Provincia Bagua
Distrito Imaza, Comunidad Aguaruna de Yamayakat. Bosque primario
Arbusto de 1,50 m de alto, piloso.
390 m
Fascículos en nudos axilares (5-18 flores), flores blancas, 5 máculas púrpureas y amarillas en la baseinterna de la corola. Frutos globosos anaranjados con cáliz persistente transparente.
11 Enero 2001
Eric Rodriguez R., S. Leiva G. & R. Apanu 2403
Herbarum Truxillense (HUT)
Universidad Nacional de Trujillo
Nº 2230044
Field Museum of Natural History
","none","none","2403","Eric Rodriguez R.","S. Leiva G.","R. Apanu","none","11 Enero 2001","2001","1","11","Solanaceae","none","none","Darcyanthus spruceanus","390","m","Peru","Amazonas","Provincia Bagua, Distrito Imaza, Comunidad Aguaruna de Yamayakat. Bosque primario","none","none","Spanish","Arbusto de 1,50 m de alto, piloso. Fascículos en nudos axilares (5-18 flores), flores blancas, 5 máculas púrpureas y amarillas en la baseinterna de la corola. Frutos globosos anaranjados con cáliz persistente transparente.","Shrub 1.50 m high, hairy. Fascicles in axillary nodes (5-18 flowers), white flowers, 5 purple and yellow spots at the base of the corolla. Orange globose fruits with transparent persistent calyx.",,
"V0372955F","236","1","0","0","0","0","0","0","0","0","0","0","219",,"Amazonas",,"Bagua District; Distrito Imaza. Comunidad Aguaruna Putuim (anexo Yamayakat). Zona de colinas altas 24SW de Putuim.","1","0","05","00","47","S","078","23","20","W",,,,,,,,,,,,"1","0","760","660",,"0","0","0","0","0","Camilo Díaz S.","et al.",,,,"7171","21","9","1994",,,,"21 Septiembre 1994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-29 11:01:40","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/1232/430/V0372955F.jpg","0","2024-07-30 10:02:39","1000-01-01 00:00:00","0","331399","BURSERACEAE","Dacryodes","uruts-kunchae",,"OK","PERU BURSERACEAE [139] Dacryodes uruts-kunchae D.C. Daly, M.C. Martinez & D.A. Neill det. Doug Daly (NY), 2012 Amazonas: Bagua District Distrito lmaza. Comunidad Aguaruna Putui (anexo Yamayakat), Zona de  colinas altas 254W de Putui. Suelos roc0sos con abundante materia organica a modo de colchon ('CAMPOU').05°00'47''S 078°23'20''W 660 - 760 m Arbol 28 m, flores blancas marrón verdosas, 'UJUS' Camilo Diaz S. et al. 7171 21 Septiembre 1994 Proyecto auspiciado por la John D. & Catherine T. MacArthur Foundation MISSOURI BOTANICAL GARDEN HERBARIUM (MO) N° 2311952 FIELD MUSEUM OF NATURAL HISTORY","2311952","Camilo Diaz S. et al.","7171","Camilo Diaz S.","none","none","none","21 Septiembre 1994","1994","9","21","BURSERACEAE","Dacryodes","uruts-kunchae","Dacryodes uruts-kunchae","660 - 760","m","PERU","Amazonas","Bagua District, Distrito Imazá. Comunidad Aguaruna Putui (anexo Yamayakat), Zona de colinas altas 254W de Putui.","05°00'47''S","078°23'20''W","Spanis","","",,
"V0208224F","235","1","0","0","0","0","0","0","0","0","0","0","219",,"Pasco",,"Oxapampa; Dist. Huancabamba, Sector Milpo.","1","0","10","22","30","S","075","38","37","W",,,,,,,,,,,,"1","0",,"2900",,"304162","2326","224506","83759","246717",,,,,,"30268","18","3","2004",,,,"18 Marzo 2004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 08:11:09","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/886/096/V0208224F.jpg","0","2024-07-27 10:16:12","1000-01-01 00:00:00","0","290950","BORAGINACEAE","Cynoglossum","amabile",,"OK","PERU
BORAGINACEAE
Cynoglossum amabile Stapf & J.R. Drumm.
Det. J.S. Miller (MO), 2006
Pasco: Oxapampa
Dist. Huancabamba, Sector Milpo.
Bosque montano muy húmedo. Vegetacion hasta 6 m de alto.
10°22'30""S 075°38'37""W 
2900m
Sufrútice 0.60m, flores azules.
18 Marzo 2004
R. Vásquez, A. Monteagudo, J. Perez, R. Francis, & L. Mateo. 30268
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
Nº 2304951
FIELD MUSEUM OF NATURAL HISTORY","none","R. Vásquez, A. Monteagudo, J. Perez, R. Francis, & L. Mateo","30268","R. Vásquez","A. Monteagudo","J. Perez","R. Francis, & L. Mateo","18 Marzo 2004","2004","3","18","BORAGINACEAE","Cynoglossum","amabile","Cynoglossum amabile","2900","m","PERU","Pasco","Oxapampa, Dist. Huancabamba, Sector Milpo","10°22'30""S","075°38'37""W","Spanish","Bosque montano muy húmedo. Vegetacion hasta 6 m de alto. Sufrútice 0.60m, flores azules.","Very humid montane forest. Vegetation up to 6 m high. Shrub 0.60 m, blue flowers.",,
"V0197078F","234","1","0","0","0","0","0","0","0","0","0","0","219",,"Ucayali",,"Rio Yuyapichis, Panguana.","1","0","9","37",,"S","74","56",,"W",,,,,,,,,,,,"1","0",,"200","ca. 200 m.","0","0","0","0","0","Franz Seidenschwarz",,,,,"204/1","21","1","1983",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 06:14:55","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/639/415/V0197078F.jpg","0","2024-07-27 09:41:54","1000-01-01 00:00:00","0","686181",,"Cynoctonum","mitreola",,"OK","FIELD MUSEUM OF NATURAL HISTORY Cynoctonum mitreola (L.) Britton det. C. Miezgoda 1986 PERU. Dept. Ucayali: Río Yuyapichis, Panguana. 9°37'S, 74°56'W. Alt. ca. 200 m. Plant growing in Yucca field. Flowers white. Coll. Franz Seidenschwarz 204/1 21 Jan 1983 Nº 1976884 FIELD MUSEUM OF NATURAL HISTORY","none","Franz Seidenschwarz","204/1","none","none","none","none","21 Jan 1983","1983","1","21","none","Cynoctonum","mitreola","Cynoctonum mitreola (L.) Britton","200","m","PERU","Ucayali","Río Yuyapichis, Panguana","9°37'S","74°56'W","Spanish","Planta que crece en un campo de Yucca. Flores blancas.","Plant growing in Yucca field. Flowers white.",,
"V0231206F","233","1","0","0","0","0","0","0","0","0","0","0","219",,"San Martin",,"Pona to Saposoa","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"400",,"110406","0","0","0","0",,,,,,"5445","30","9","1959",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 12:03:02","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/718/021/V0231206F.jpg","0","2024-07-29 04:45:38","1000-01-01 00:00:00","0","48088",,"Cymbopetalum","longipes",,"OK","University of Michigan Herbarium
Cymbopetalum longipes Benth. ex Diels
Det. N. A. Murray 1989
1532854
CHICAGO NAT. HIST. MUSEUM
PLANTS OF PERU
Felix Woytkowski, No. 5145 September 30, 1959
Cymbopetalum longipes Diels
Tree 1 m. tall, flowers pale green. In forest, alt. 400 m.
Pona to Saposoa, dept. San Martin
Distributed by the Missouri Botanical Garden","1532854","Felix Woytkowski","5145","Felix Woytkowski","none","none","none","September 30, 1959","1959","9","30","Anon.","Cymbopetalum","longipes","Cymbopetalum longipes Benth. ex Diels","400","m","Peru","San Martin","Pona to Saposoa, dept. San Martin","none","none","Spanish","Tree 1 m. tall, flowers pale green. In forest, alt. 400 m.","Tree 1 m. tall, flowers pale green. In forest, alt. 400 m.",,
"V0248926F","232","1","0","0","0","0","0","0","0","0","0","0","219",,"San Martín",,"Zepelacio, near Moyobamba","0","0",,,,,,,,,,,,,,,,,,,,"1","0","1200","1100",,"35476","0","0","0","0",,,,,,"3324",,"10","1933",,"11","1933",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-30 07:26:33","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/797/098/V0248926F.jpg","0","2024-07-31 01:05:36","1000-01-01 00:00:00","0","2936",,"Cylindrosolenium","sprucei",,"OK","UNIVERSITY OF MARYLAND HERBARIUM
Cylindrosolenium sprucean (Lindau) V.M. Baum 1982
The Field Museum Field Museum 736874 HERBARIUM FIELD MUSEUM
PLANTS OF PERU
Odontonema hookeranium Kuntze Herb. 800-1500 meters. forest.
Deparment of San Mart n Moyobamba River Moyobamba KLUG. Collector 3324 14-19 Nov. 1933
","736874","KLUG","3324","none","none","none","none","14-19 Nov. 1933","1933","11","14-19","none","Odontonema","hookeranium","Odontonema hookeranium Kuntze","800-1500","meters","none","San Martín","Moyobamba River Moyobamba","none","none","Spanish","Herb. 800-1500 meters. forest.","Herb. 800-1500 meters. forest.",,
"V0259921F","231","1","0","0","0","0","0","0","0","0","0","0","219",,"Junin",,"Pichis Trail, San Nicolas","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"1100","about 1100 meters","173818","0","0","0","0",,"A. C. Smith",,,,"26073","4","7","1929","5","7","1929",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-28 09:25:21","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/801/028/V0259921F.jpg","0","2024-07-29 07:24:10","1000-01-01 00:00:00","0","1034010",,"Cybianthus","comperuvianus",,"OK","FLORA NEOTROPICA 
Cybianthus comperuvianus Pipoly
Det. John J. Pipoly 1994
Missouri Botanical Garden Herbarium (MO)
The Field Museum
The Field Museum (F)
PARATYPE OF:
Cybianthus comperuvianus Agostini et Pipoly
Det. John J. Pipoly 1983
633206
HERBARIUM
FIELD MUSEUM
EXPLORATION IN PERU
Campanulate peruvianoide 
Peru 20-26 ft diuf gren
Dept. Junin: Pichis Trail, San Nicolas; alt. about 1100 meters, dense forest
No. 26073 E.P. Killip A.C. Smith Collectors July 5, 1929
Collected under the auspices of the Smithsonian Institution
Cybianthus peruvianus Agostini","633206","none","26073","E.P. Killip","A.C. Smith","none","none","July 5, 1929","1929","7","5","none","Cybianthus","comperuvianus","Cybianthus comperuvianus","1100","meters","Peru","Junin","Pichis Trail, San Nicolas; dense forest","none","none","Spanish","Campanulate peruvianoide Peru 20-26 ft diuf gren","Campanulate peruvianoide Peru 20-26 ft diuf gren",,
"V0257120F","230","1","0","0","0","0","0","0","0","0","0","0","219",,"Madre de Dios",,"Tambopata; Parque Nacional ""Bahuaja-Sonere."" Ex Santuario Nacional ""Pampas del Heath"". Estación Guarda Parques: ""Juliaca"", Quabrada ""Shuyo"".","0","0",,,,,,,,,,,,,,,,,,,,"0","0",,,,"150863","0","0","0","0",,"Jorge Pereira",,,,"8958","5","6","1997",,,,"5 Junio 1997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-28 07:57:26","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/759/616/V0257120F.jpg","0","2024-07-29 07:15:29","1000-01-01 00:00:00","0","593012","GENTIANACEAE","Curtia","tenuifolia",,"OK","PERU 

 GENTIANACEAE 

 Curtia tenufolia (Aubl.) Knobl. 

 Det. P.J.M. Maas (U), 2002 

 Madre de Dios: Tambopata 

 Parque Nacional ""Bahauja-Sonere."" Ex Santuario Nacional ""Pampas del Heath"". Estación Guardo Parque ""Julica"" Quebrada ""Shuyo"" Formación vegetal baja: Gramineas ""islotes"" de vegetarcomidiana (arbustiva). 

 Hierba 0.60 m. Flores blancas. 5 Junio 1997 
 

 No. 2244193 

 FIELD MUSEUM 

 NATURAL HISTORY 

 Camilo Díaz & Jorge Pereira 8958 

 MISSOURI BOTANICAL GARDEN HERBARIUM (MO)","none","none","none","Camilo Díaz","Jorge Pereira","none","none","5 Junio 1997","1997","6","5","GENTIANACEAE","Curtia","tenuifolia","Curtia tenuifolia","none","none","PERU","Madre de Dios","Tambopata","none","none","Spanish","Parque Nacional ""Bahauja-Sonere."" Ex Santuario Nacional ""Pampas del Heath"". Estación Guardo Parque ""Julica"" Quebrada ""Shuyo"" Formación vegetal baja: Gramineas ""islotes"" de vegetarcomidiana (arbustiva). Hierba 0.60 m. Flores blancas.","Bahauja-Sonere National Park. Former National Sanctuary Pampas del Heath. Guard Station Park Julica Quebrada Shuyo Low vegetation formation: Grasses islets of medium-sized vegetation (shrubland). Herb 0.60 m. White flowers.",,
"V0329714F","229","1","0","0","0","0","0","0","0","0","0","0","219",,"Cusco",,"La Convención; Dist. Echarati, Localidad Cirialo","1","0","12","22",,"S","072","33",,"W",,,,,,,,,,,,"1","0",,"1718",,"325083","215578","174620","325462","0",,,,,"L. Cárdenas; M. Luza; N. Anaya; M. Callalli","3492","24","8","2005",,,,"24 Agosto 2005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-29 09:59:36","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/1131/131/V0329714F.jpg","0","2024-07-30 09:21:56","1000-01-01 00:00:00","0","458461","Dilleniaceae","Curatella","americana",,"OK","DILLENIACEAE
PERU
Curatella americana L.
det. G. Aymard (MYF), 2008
Cusco: La Convención
Dist. Echarati, Localidad Cirialo, Bosque Seco
12°02'S 072°33'W 1718 m
Arbol, 8 m, flores blancas
G.Calatayud et al. 3492 24 Agosto 2005
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
Page 2
Collectors: G. Calatayud, I. Huamantupa, E. Suclli, V. Chama, L. Cárdenas, M. Luza, N. Anaya, M. Callalli 3492
No 2296258
FIELD MUSEUM OF NATURAL HISTORY","2296258","G. Calatayud et al.","3492","G. Calatayud","I. Huamantupa","E. Suclli","V. Chama","24 Agosto 2005","2005","8","24","Dilleniaceae","Curatella","americana","Curatella americana L.","1718","m","Peru","Cusco","La Convención, Dist. Echarati, Localidad Cirialo, Bosque Seco","12°02'S","072°33'W","Spanish","Arbol, 8 m, flores blancas.","Tree, 8 m, white flowers.",,
"V0218431F","228","1","0","0","0","0","0","0","0","0","0","0","219",,"Apurimac",,"Prov. Abancay. Quebrada 1km east of Abancay","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"2400",,"40408","283701","149750","0","0",,,,,,"10558","10","2","1939",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 09:24:05","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/669/129/V0218431F.jpg","0","2024-07-27 10:55:22","1000-01-01 00:00:00","0","695601",,"Cuphea","vargasii",,"OK","The Field Museum
1052350
HERBARIUM FIELD MUSEUM
UNIVERSITY OF CALIFORNIA
Second Botanical Garden Expedition to the Andes, 1938-39
H. E. Stork, O. B. Horton, C. Vargas
No. 10558
Cuphea vasquezii Mclean
Peru. Depto. Apurimac, Prov. Abancay
Quebrada 11km east of Abancay, sunny hillside among boulders. Alt. 2400m.
Perennial herb 0.3m; fl. red-lavender; stem and calyx covered by short, bristly hairs.
Feb. 10, 1939","1052350","H. E. Stork, O. B. Horton, C. Vargas","10558","H. E. Stork","O. B. Horton","C. Vargas","none","Feb. 10, 1939","1939","2","10","none","Cuphea","vasquezii","Cuphea vasquezii Mclean","2400","m","Peru","Apurimac","Quebrada 11km east of Abancay, sunny hillside among boulders.","none","none","Spanish","Perennial herb 0.3m; fl. red-lavender; stem and calyx covered by short, bristly hairs.","Perennial herb 0.3m; flowers red-lavender; stem and calyx covered by short, bristly hairs.",,
"V0202203F","227","1","0","0","0","0","0","0","0","0","0","0","219",,"Huanuco",,"La Divisora, near top of divide between Huallaga and Aguaytia drainages, border with Loreto","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"1630","ca. 1630 m.","328768","113914","0","0","0",,,"Salvador Cruz",,,"18886","29","3","1977",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 07:18:34","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/668/345/V0202203F.jpg","0","2024-07-27 09:55:41","1000-01-01 00:00:00","0","695012","LYTHERACEAE","Cuphea","carthagenensis",,"OK","LYTHERACEAE 
 Cuphea carthagenensis (Jacq.), Macbr 
 Det.: S.Graham 1984 
 Missouri Botanical Garden Herbarium (MO) 
 PERU 
 Huanuco 
 La Divisora, near top of divide between Huallaga and Aguaytia drainages, border with Loreto, alt. ca. 1630 m. 
 Herb, flowers magenta. 
 Al Gentry, Doug Daly, & Salvador Cruz 
 29 March 1977 
 18886 
 N° 1993507 
 FIELD MUSEUM 
 OF NATURAL HISTORY","None","None","18886","Al Gentry","Doug Daly","Salvador Cruz","None","29 March 1977","1977","March","29","LYTHERACEAE","Cuphea","carthagenensis","Cuphea carthagenensis (Jacq.), Macbr","1630","m","PERU","Huanuco","La Divisora, near top of divide between Huallaga and Aguaytia drainages, border with Loreto","None","None","Spanish","Herb, flowers magenta.","Herb, flowers magenta.",,
